InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
551284,21625,VINTAGE UNION JACK APRON,1,2011-04-27 14:05:00,6.95,15005.0,United Kingdom,6.95
543610,48185,DOORMAT FAIRY CAKE,2,2011-02-10 14:30:00,7.95,16425.0,United Kingdom,15.9
562096,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2011-08-02 13:16:00,2.55,15311.0,United Kingdom,2.55
556484,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-06-12 13:17:00,2.1,16938.0,United Kingdom,2.1
549235,22652,TRAVEL SEWING KIT,5,2011-04-07 11:16:00,1.65,15530.0,United Kingdom,8.25
564172,22138,BAKING SET 9 PIECE RETROSPOT ,4,2011-08-23 14:19:00,4.95,16033.0,United Kingdom,19.8
542627,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-01-31 09:51:00,0.55,14426.0,United Kingdom,13.200000000000001
571240,20726,LUNCH BAG WOODLAND,10,2011-10-14 14:55:00,1.65,12562.0,France,16.5
559881,84051,ASS COLOUR GLOWING TIARAS,10,2011-07-13 11:33:00,0.85,16899.0,United Kingdom,8.5
562608,23164,REGENCY CAKE SLICE,4,2011-08-08 11:45:00,4.95,15502.0,United Kingdom,19.8
563916,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,2011-08-21 13:43:00,4.25,13435.0,United Kingdom,4.25
543458,20677,PINK POLKADOT BOWL,4,2011-02-08 13:28:00,1.25,14587.0,United Kingdom,5.0
543040,20725,LUNCH BAG RED RETROSPOT,1,2011-02-02 17:06:00,1.65,17337.0,United Kingdom,1.65
575331,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-11-09 13:52:00,2.08,13209.0,United Kingdom,20.8
579170,84991,60 TEATIME FAIRY CAKE CASES,1,2011-11-28 14:26:00,0.55,17811.0,United Kingdom,0.55
538510,21136,PAINTED METAL PEARS ASSORTED,1,2010-12-12 13:47:00,1.69,18004.0,United Kingdom,1.69
555584,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-06-06 09:04:00,0.42,16906.0,United Kingdom,5.04
576593,23583,LUNCH BAG PAISLEY PARK  ,1,2011-11-15 14:48:00,1.65,15720.0,United Kingdom,1.65
547658,20723,STRAWBERRY CHARLOTTE BAG,6,2011-03-24 13:04:00,0.85,13736.0,United Kingdom,5.1
556484,20726,LUNCH BAG WOODLAND,2,2011-06-12 13:17:00,1.65,16938.0,United Kingdom,3.3
569731,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,24,2011-10-06 09:48:00,3.39,13999.0,United Kingdom,81.36
547401,84800L,LARGE WHITE/PINK ROSE ART FLOWER,3,2011-03-22 17:00:00,2.12,17576.0,United Kingdom,6.36
575620,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-10 13:01:00,5.95,17573.0,United Kingdom,17.85
579307,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-11-29 11:34:00,1.25,17655.0,United Kingdom,22.5
572909,46000M,POLYESTER FILLER PAD 45x45cm,2,2011-10-26 15:48:00,1.55,15821.0,United Kingdom,3.1
566286,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-09-11 14:58:00,0.55,14057.0,United Kingdom,13.200000000000001
574670,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-11-06 12:20:00,2.95,12838.0,United Kingdom,2.95
574683,20974,12 PENCILS SMALL TUBE SKULL,1,2011-11-06 12:50:00,0.65,16372.0,United Kingdom,0.65
581149,22233,JIGSAW RABBIT AND BIRDHOUSE,1,2011-12-07 14:12:00,0.59,15471.0,United Kingdom,0.59
567077,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,2011-09-16 12:34:00,4.15,18122.0,United Kingdom,4.15
552302,20868,SILVER FABRIC MIRROR,1,2011-05-08 14:59:00,1.25,14606.0,United Kingdom,1.25
567622,22898,CHILDRENS APRON APPLES DESIGN,1,2011-09-21 12:46:00,1.95,14527.0,United Kingdom,1.95
537789,22777,GLASS CLOCHE LARGE,4,2010-12-08 12:49:00,8.5,14051.0,United Kingdom,34.0
555515,23282,FOLDING BUTTERFLY MIRROR IVORY ,12,2011-06-05 10:47:00,0.83,17690.0,United Kingdom,9.959999999999999
556909,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,2011-06-15 13:23:00,12.75,17536.0,United Kingdom,25.5
548148,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2011-03-29 12:31:00,1.95,17931.0,United Kingdom,1.95
553504,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-05-17 13:26:00,2.95,13310.0,United Kingdom,17.700000000000003
545001,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-02-25 12:40:00,0.55,16841.0,United Kingdom,13.200000000000001
541966,22469,HEART OF WICKER SMALL,40,2011-01-24 13:35:00,1.45,13854.0,United Kingdom,58.0
580054,23350,ROLL WRAP VINTAGE SPOT ,3,2011-12-01 13:08:00,1.25,18122.0,United Kingdom,3.75
537179,22699,ROSES REGENCY TEACUP AND SAUCER ,8,2010-12-05 13:29:00,2.95,13767.0,United Kingdom,23.6
577506,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-11-20 12:40:00,1.25,13212.0,United Kingdom,2.5
543132,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-02-03 15:27:00,4.25,15235.0,United Kingdom,17.0
565631,20727,LUNCH BAG  BLACK SKULL.,30,2011-09-05 15:49:00,1.65,14680.0,United Kingdom,49.5
566275,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-09-11 13:58:00,2.89,16549.0,United Kingdom,2.89
573397,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3,2011-10-30 15:19:00,3.25,15547.0,United Kingdom,9.75
552182,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-05-06 13:38:00,9.95,14180.0,United Kingdom,9.95
575607,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,2011-11-10 12:37:00,6.63,14096.0,United Kingdom,13.26
555094,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-05-31 13:17:00,0.29,13398.0,United Kingdom,13.919999999999998
561794,22897,OVEN MITT APPLES DESIGN,10,2011-07-29 13:11:00,1.45,12921.0,United Kingdom,14.5
554359,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-05-24 09:56:00,2.08,13590.0,United Kingdom,20.8
577171,84912B,GREEN ROSE WASHBAG,4,2011-11-18 10:52:00,3.75,17159.0,United Kingdom,15.0
536856,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2010-12-03 10:26:00,2.95,13370.0,United Kingdom,23.6
559680,85215,ASSORTED CHEESE FRIDGE MAGNETS,12,2011-07-11 14:47:00,0.65,12717.0,Greece,7.800000000000001
572964,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-10-27 10:41:00,9.95,12630.0,Finland,19.9
537176,22697,GREEN REGENCY TEACUP AND SAUCER,1,2010-12-05 13:26:00,2.95,16411.0,United Kingdom,2.95
558085,21242,RED RETROSPOT PLATE ,8,2011-06-26 11:53:00,1.69,13021.0,United Kingdom,13.52
555743,21794,CLASSIC FRENCH STYLE BASKET NATURAL,8,2011-06-07 10:42:00,3.95,12868.0,United Kingdom,31.6
572225,23549,WRAP BIRD GARDEN ,25,2011-10-21 13:50:00,0.42,13157.0,United Kingdom,10.5
558620,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-06-30 16:39:00,0.85,15584.0,United Kingdom,0.85
545082,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-02-28 10:37:00,0.55,16992.0,United Kingdom,13.200000000000001
559311,23013,GLASS APOTHECARY BOTTLE TONIC,12,2011-07-07 13:35:00,3.45,14459.0,United Kingdom,41.400000000000006
542192,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,2011-01-26 11:27:00,1.95,14049.0,United Kingdom,5.85
561020,21899,GARAGE KEY FOB,1,2011-07-22 17:21:00,0.65,13563.0,United Kingdom,0.65
549554,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24,2011-04-10 12:36:00,4.25,16779.0,United Kingdom,102.0
536639,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-12-02 11:45:00,4.95,15111.0,United Kingdom,14.850000000000001
536860,22155,STAR DECORATION RUSTIC,10,2010-12-03 10:43:00,0.42,16905.0,United Kingdom,4.2
573581,22738,RIBBON REEL SNOWY VILLAGE,10,2011-10-31 14:22:00,1.65,14911.0,EIRE,16.5
552465,23203,JUMBO BAG DOILEY PATTERNS,6,2011-05-09 15:17:00,2.08,16242.0,United Kingdom,12.48
570455,82583,HOT BATHS METAL SIGN,1,2011-10-10 15:27:00,2.1,14529.0,United Kingdom,2.1
555109,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-05-31 14:19:00,2.95,16023.0,United Kingdom,5.9
578522,22974,CHILDRENS DOLLY GIRL MUG,2,2011-11-24 14:09:00,1.65,17254.0,United Kingdom,3.3
540907,21912,VINTAGE SNAKES & LADDERS,4,2011-01-12 11:52:00,3.75,13488.0,United Kingdom,15.0
542107,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-01-25 13:38:00,4.95,16222.0,United Kingdom,4.95
551982,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-05-05 13:56:00,1.25,15023.0,United Kingdom,5.0
562929,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-08-10 15:37:00,1.45,17562.0,United Kingdom,17.4
557570,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-21 10:48:00,2.95,15998.0,United Kingdom,5.9
578285,23583,LUNCH BAG PAISLEY PARK  ,1,2011-11-23 13:57:00,1.65,12748.0,United Kingdom,1.65
579399,22079,RIBBON REEL HEARTS DESIGN ,2,2011-11-29 12:09:00,1.65,13137.0,United Kingdom,3.3
536590,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2010-12-01 16:52:00,3.25,13065.0,United Kingdom,13.0
548011,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,48,2011-03-29 11:14:00,2.55,14646.0,Netherlands,122.39999999999999
560018,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-07-14 12:52:00,0.85,15987.0,United Kingdom,1.7
549241,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,3,2011-04-07 11:40:00,2.08,15719.0,United Kingdom,6.24
541593,23233,WRAP POPPIES  DESIGN,25,2011-01-19 15:20:00,0.42,17611.0,United Kingdom,10.5
542886,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-02-01 13:09:00,1.69,16515.0,United Kingdom,40.56
555520,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-06-05 11:14:00,9.95,15038.0,United Kingdom,9.95
572028,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-10-20 11:47:00,0.85,15296.0,United Kingdom,8.5
577841,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-11-22 10:35:00,4.95,14262.0,United Kingdom,19.8
564060,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-08-22 14:37:00,0.29,17073.0,United Kingdom,13.919999999999998
563697,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-08-18 13:44:00,1.65,16813.0,United Kingdom,3.3
567873,23101,SILVER STARS TABLE DECORATION,12,2011-09-22 14:25:00,0.83,13055.0,United Kingdom,9.959999999999999
575671,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,2011-11-10 15:03:00,2.1,12670.0,France,25.200000000000003
539281,20854,BLUE PATCH PURSE PINK HEART,20,2010-12-16 15:45:00,1.65,18176.0,United Kingdom,33.0
569223,22817,CARD SUKI BIRTHDAY,12,2011-10-02 13:49:00,0.42,16283.0,United Kingdom,5.04
579711,85177,BASKET OF FLOWERS SEWING KIT,2,2011-11-30 14:17:00,0.85,15060.0,United Kingdom,1.7
573315,23207,LUNCH BAG ALPHABET DESIGN,1,2011-10-28 17:27:00,1.65,17839.0,United Kingdom,1.65
559155,22713,CARD I LOVE LONDON ,12,2011-07-06 15:49:00,0.42,13418.0,United Kingdom,5.04
556542,23078,ICE CREAM PEN LIP GLOSS ,24,2011-06-13 12:52:00,1.25,14719.0,United Kingdom,30.0
558770,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2011-07-03 15:19:00,2.95,12748.0,United Kingdom,8.850000000000001
564437,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-08-25 12:10:00,0.29,13320.0,United Kingdom,6.959999999999999
569008,21830,ASSORTED CREEPY CRAWLIES,24,2011-09-29 18:53:00,0.42,15114.0,United Kingdom,10.08
557233,22728,ALARM CLOCK BAKELIKE PINK,1,2011-06-17 14:44:00,3.75,15356.0,United Kingdom,3.75
565320,22908,PACK OF 20 NAPKINS RED APPLES,1,2011-09-02 13:10:00,0.85,16745.0,United Kingdom,0.85
569224,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-10-02 14:00:00,1.25,15701.0,United Kingdom,2.5
540473,21446,12 RED ROSE PEG PLACE SETTINGS,4,2011-01-07 14:31:00,1.25,17284.0,United Kingdom,5.0
547730,21877,HOME SWEET HOME MUG,6,2011-03-25 11:01:00,1.25,14796.0,United Kingdom,7.5
561113,23207,LUNCH BAG ALPHABET DESIGN,1,2011-07-25 12:09:00,1.65,17841.0,United Kingdom,1.65
575583,22553,PLASTERS IN TIN SKULLS,2,2011-11-10 11:55:00,1.65,14456.0,United Kingdom,3.3
580528,22110,BIRD HOUSE HOT WATER BOTTLE,24,2011-12-04 15:28:00,2.55,14911.0,EIRE,61.199999999999996
571475,22121,NOEL WOODEN BLOCK LETTERS ,2,2011-10-17 14:42:00,5.95,15033.0,United Kingdom,11.9
553546,47590B,PINK HAPPY BIRTHDAY BUNTING,50,2011-05-17 15:42:00,4.65,12415.0,Australia,232.50000000000003
542155,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,112,2011-01-26 10:51:00,2.55,15777.0,United Kingdom,285.59999999999997
580103,47504H,ENGLISH ROSE SPIRIT LEVEL ,6,2011-12-01 15:12:00,0.79,16242.0,United Kingdom,4.74
578068,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2011-11-22 15:45:00,3.95,14505.0,United Kingdom,7.9
543913,21166,COOK WITH WINE METAL SIGN ,3,2011-02-14 13:11:00,2.08,17591.0,United Kingdom,6.24
566295,21770,OPEN CLOSED METAL SIGN,1,2011-09-11 15:44:00,4.95,15547.0,United Kingdom,4.95
573492,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-10-31 11:57:00,1.25,13544.0,United Kingdom,1.25
580956,22499,WOODEN UNION JACK BUNTING,3,2011-12-06 14:23:00,5.95,17841.0,United Kingdom,17.85
569017,23518,EMBROIDERED RIBBON REEL RACHEL ,6,2011-09-30 09:22:00,2.89,13813.0,Germany,17.34
579443,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-11-29 13:40:00,2.1,16479.0,United Kingdom,4.2
546562,22606,WOODEN SKITTLES GARDEN SET,1,2011-03-15 10:45:00,15.95,16293.0,United Kingdom,15.95
570117,23310,BUBBLEGUM RING ASSORTED,72,2011-10-07 12:42:00,0.42,15815.0,United Kingdom,30.24
539215,22585,PACK OF 6 BIRDY GIFT TAGS,4,2010-12-16 12:42:00,1.25,15574.0,United Kingdom,5.0
571837,22530,MAGIC DRAWING SLATE DOLLY GIRL ,3,2011-10-19 12:11:00,0.42,16470.0,United Kingdom,1.26
574963,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-08 10:27:00,1.69,12919.0,United Kingdom,20.28
558330,21061,PARTY INVITES FOOTBALL,2,2011-06-28 12:16:00,0.85,12748.0,United Kingdom,1.7
569229,23329,DECORATIVE WICKER HEART LARGE,2,2011-10-02 14:56:00,1.65,14502.0,United Kingdom,3.3
567887,16169E,WRAP 50'S  CHRISTMAS,25,2011-09-22 15:28:00,0.42,15237.0,United Kingdom,10.5
556528,22431,WATERING CAN BLUE ELEPHANT,12,2011-06-13 11:36:00,1.95,13269.0,United Kingdom,23.4
542778,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-01 09:01:00,1.25,14496.0,United Kingdom,15.0
581001,22728,ALARM CLOCK BAKELIKE PINK,18,2011-12-07 08:07:00,3.75,12583.0,France,67.5
560104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-07-14 18:56:00,2.95,17921.0,United Kingdom,11.8
581253,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,2011-12-08 11:15:00,1.45,16891.0,United Kingdom,1.45
541530,21754,HOME BUILDING BLOCK WORD,3,2011-01-19 10:56:00,5.95,14769.0,United Kingdom,17.85
562540,21162,TOXIC AREA  DOOR HANGER ,3,2011-08-05 15:38:00,0.39,17400.0,United Kingdom,1.17
555538,21135,VICTORIAN  METAL POSTCARD SPRING,10,2011-06-05 12:39:00,1.69,14512.0,United Kingdom,16.9
565541,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-09-05 12:00:00,0.55,14159.0,United Kingdom,1.1
556912,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-06-15 13:26:00,4.95,15005.0,United Kingdom,4.95
558959,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,24,2011-07-05 10:54:00,1.45,16103.0,United Kingdom,34.8
563557,23029,DRAWER KNOB CRACKLE GLAZE GREEN,24,2011-08-17 13:33:00,1.65,15786.0,United Kingdom,39.599999999999994
553180,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-05-15 11:35:00,1.25,16466.0,United Kingdom,7.5
574587,22624,IVORY KITCHEN SCALES,2,2011-11-06 10:29:00,8.5,14936.0,Channel Islands,17.0
542409,22470,HEART OF WICKER LARGE,5,2011-01-27 16:30:00,2.95,15311.0,United Kingdom,14.75
579514,22852,DOG BOWL VINTAGE CREAM,4,2011-11-29 17:12:00,4.25,16688.0,United Kingdom,17.0
564305,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-08-24 12:20:00,4.95,14875.0,United Kingdom,19.8
580024,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-12-01 11:51:00,3.75,15172.0,United Kingdom,15.0
537623,22439,6 ROCKET BALLOONS ,2,2010-12-07 14:31:00,0.65,15858.0,United Kingdom,1.3
572021,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-10-20 10:57:00,0.83,15664.0,United Kingdom,9.959999999999999
571909,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,2011-10-19 15:08:00,3.75,15006.0,United Kingdom,3.75
562980,22961,JAM MAKING SET PRINTED,12,2011-08-11 11:44:00,1.45,17686.0,United Kingdom,17.4
557431,22082,RIBBON REEL STRIPES DESIGN ,10,2011-06-20 12:37:00,1.65,18260.0,United Kingdom,16.5
546988,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-18 12:57:00,1.69,14194.0,United Kingdom,13.52
563638,21137,BLACK RECORD COVER FRAME,48,2011-08-18 10:36:00,3.39,15311.0,United Kingdom,162.72
578998,23365,SET 12 COLOUR PENCILS LOVE LONDON,1,2011-11-27 16:05:00,0.65,15436.0,United Kingdom,0.65
565454,21889,WOODEN BOX OF DOMINOES,12,2011-09-04 16:08:00,1.25,17410.0,United Kingdom,15.0
554927,21914,BLUE HARMONICA IN BOX ,12,2011-05-27 13:00:00,1.25,16726.0,United Kingdom,15.0
572744,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-10-25 16:14:00,0.95,14085.0,United Kingdom,1.9
567552,23374,RED SPOT PAPER GIFT BAG,20,2011-09-21 10:40:00,0.82,12583.0,France,16.4
580884,22509,SEWING BOX RETROSPOT DESIGN ,1,2011-12-06 12:21:00,3.95,15907.0,United Kingdom,3.95
579497,21158,MOODY GIRL DOOR HANGER ,4,2011-11-29 15:39:00,0.39,14349.0,United Kingdom,1.56
574328,21988,PACK OF 6 SKULL PAPER PLATES,24,2011-11-04 09:05:00,0.85,13081.0,United Kingdom,20.4
562271,22726,ALARM CLOCK BAKELIKE GREEN,12,2011-08-03 17:05:00,3.75,16098.0,United Kingdom,45.0
562565,23322,LARGE WHITE HEART OF WICKER,10,2011-08-07 10:45:00,2.95,16206.0,United Kingdom,29.5
552879,20727,LUNCH BAG  BLACK SKULL.,20,2011-05-12 09:55:00,1.65,12976.0,United Kingdom,33.0
552878,22535,MAGIC DRAWING SLATE BUNNIES ,24,2011-05-12 09:54:00,0.42,12625.0,Germany,10.08
579555,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-30 11:08:00,2.95,16241.0,United Kingdom,17.700000000000003
542149,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-01-26 10:17:00,0.55,17811.0,United Kingdom,0.55
574834,22690,DOORMAT HOME SWEET HOME BLUE ,4,2011-11-07 11:30:00,8.25,13139.0,United Kingdom,33.0
570693,23265,SET OF 3 WOODEN TREE DECORATIONS,2,2011-10-11 16:50:00,1.25,16161.0,United Kingdom,2.5
540839,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-01-11 15:42:00,2.95,16791.0,United Kingdom,2.95
580502,22113,GREY HEART HOT WATER BOTTLE,4,2011-12-04 13:15:00,4.25,16931.0,United Kingdom,17.0
560211,21884,CAKES AND BOWS GIFT  TAPE,12,2011-07-15 14:34:00,0.65,12621.0,Germany,7.800000000000001
553838,35810A,ENAMEL PINK COFFEE CONTAINER,12,2011-05-19 12:10:00,0.83,12620.0,France,9.959999999999999
569220,23313,VINTAGE CHRISTMAS BUNTING,4,2011-10-02 13:26:00,4.95,16007.0,United Kingdom,19.8
571180,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-10-14 10:47:00,2.95,15498.0,United Kingdom,17.700000000000003
547114,21240,BLUE POLKADOT CUP,2,2011-03-21 11:49:00,0.85,14688.0,United Kingdom,1.7
567312,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-09-19 13:47:00,4.15,15500.0,United Kingdom,16.6
573407,22077,6 RIBBONS RUSTIC CHARM,1,2011-10-30 15:58:00,1.95,18067.0,United Kingdom,1.95
556509,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-06-13 10:33:00,4.15,12708.0,Germany,24.900000000000002
570713,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-10-12 10:18:00,4.95,17064.0,United Kingdom,14.850000000000001
563613,23345, DOLLY GIRL BEAKER,12,2011-08-18 08:49:00,1.25,12688.0,Israel,15.0
575086,23516,EMBROIDERED RIBBON REEL SOPHIE  ,6,2011-11-08 13:52:00,3.75,16618.0,United Kingdom,22.5
569824,22959,WRAP CHRISTMAS VILLAGE,25,2011-10-06 12:22:00,0.42,17295.0,United Kingdom,10.5
566219,21519,GIN & TONIC DIET GREETING CARD ,12,2011-09-09 15:51:00,0.42,17426.0,United Kingdom,5.04
555872,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-06-07 15:04:00,1.25,13395.0,United Kingdom,15.0
550303,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-17 10:21:00,1.45,18213.0,United Kingdom,17.4
542373,22960,JAM MAKING SET WITH JARS,12,2011-01-27 13:38:00,3.75,16767.0,United Kingdom,45.0
546679,20974,12 PENCILS SMALL TUBE SKULL,3,2011-03-15 16:47:00,0.65,13121.0,United Kingdom,1.9500000000000002
560691,23201,JUMBO BAG ALPHABET,10,2011-07-20 12:00:00,2.08,13136.0,United Kingdom,20.8
547389,21696,SMALL SILVER TRELLIS CANDLEPOT,6,2011-03-22 16:08:00,2.95,16721.0,United Kingdom,17.700000000000003
542720,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-01-31 14:35:00,1.25,12778.0,Netherlands,15.0
570223,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2011-10-09 13:11:00,2.95,15787.0,United Kingdom,2.95
541843,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-23 12:08:00,2.95,13659.0,United Kingdom,2.95
562680,21930,JUMBO STORAGE BAG SKULLS,2,2011-08-08 13:46:00,2.08,17954.0,United Kingdom,4.16
578270,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2,2011-11-23 13:39:00,3.29,14096.0,United Kingdom,6.58
543800,20774,GREEN FERN NOTEBOOK,2,2011-02-13 11:36:00,1.65,17282.0,United Kingdom,3.3
545533,21981,PACK OF 12 WOODLAND TISSUES ,48,2011-03-03 14:04:00,0.29,12524.0,Germany,13.919999999999998
559356,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-07-07 18:29:00,4.95,15416.0,United Kingdom,19.8
559293,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,2011-07-07 12:29:00,1.25,16743.0,United Kingdom,2.5
544349,22030,SWALLOWS GREETING CARD,12,2011-02-18 10:03:00,0.42,16713.0,United Kingdom,5.04
557468,20727,LUNCH BAG  BLACK SKULL.,3,2011-06-20 13:14:00,1.65,16713.0,United Kingdom,4.949999999999999
559202,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-07-07 10:40:00,3.29,13583.0,United Kingdom,13.16
578858,22023,EMPIRE BIRTHDAY CARD,12,2011-11-27 11:22:00,0.42,18145.0,United Kingdom,5.04
560360,23102,SILVER HEARTS TABLE DECORATION,12,2011-07-18 11:55:00,0.83,12744.0,Singapore,9.959999999999999
567142,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-09-16 14:55:00,1.45,14262.0,United Kingdom,17.4
574343,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2011-11-04 10:11:00,1.25,12576.0,Poland,15.0
572721,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,2011-10-25 15:07:00,0.39,16201.0,United Kingdom,18.72
536408,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-01 11:41:00,2.95,14307.0,United Kingdom,17.700000000000003
567379,23330,DECORATIVE WICKER HEART MEDIUM,48,2011-09-20 10:02:00,1.25,13089.0,United Kingdom,60.0
553381,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2011-05-16 15:34:00,0.42,13456.0,United Kingdom,5.04
537262,85099B,JUMBO BAG RED RETROSPOT,10,2010-12-06 11:26:00,1.95,15039.0,United Kingdom,19.5
580027,22866,HAND WARMER SCOTTY DOG DESIGN,6,2011-12-01 12:01:00,2.1,14178.0,United Kingdom,12.600000000000001
551518,22488,NATURAL SLATE RECTANGLE CHALKBOARD,7,2011-05-01 11:36:00,1.65,15708.0,United Kingdom,11.549999999999999
560233,22610,PENS ASSORTED FUNNY FACE,36,2011-07-17 11:10:00,0.19,16813.0,United Kingdom,6.84
571438,21175,GIN + TONIC DIET METAL SIGN,12,2011-10-17 13:25:00,2.55,15066.0,United Kingdom,30.599999999999998
541785,21761,WOOD AND GLASS MEDICINE CABINET,1,2011-01-21 12:40:00,29.95,14779.0,United Kingdom,29.95
565181,21790,VINTAGE SNAP CARDS,72,2011-09-01 15:52:00,0.72,17381.0,United Kingdom,51.839999999999996
563100,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2011-08-12 09:57:00,1.95,12381.0,Norway,23.4
549732,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-04-11 16:47:00,0.85,15615.0,United Kingdom,8.5
578707,23501,KEY RING BASEBALL BOOT UNION JACK,2,2011-11-25 11:20:00,1.25,17870.0,United Kingdom,2.5
550714,22740,POLKADOT PEN,48,2011-04-20 11:12:00,0.85,15249.0,United Kingdom,40.8
565461,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-09-05 09:34:00,1.65,18261.0,United Kingdom,19.799999999999997
573485,23117,POPPY FIELDS CHOPPING BOARD,2,2011-10-31 11:37:00,4.95,15752.0,United Kingdom,9.9
